"","Species","Mass_g","Binomial","GBIF_ID"
"2312","Micronycteris hirsuta",12.89,"Micronycteris_hirsuta","2433287"
"2313","Micronycteris homezi",6.4,"Micronycteris_homezi","4265443"
"2314","Micronycteris megalotis",6.4,"Micronycteris_megalotis","2433289"
"2315","Micronycteris microtis",6.4,"Micronycteris_microtis","7261690"
"2316","Micronycteris minuta",6.9,"Micronycteris_minuta","2433286"
"2317","Micronycteris schmidtorum",7.73,"Micronycteris_schmidtorum","2433285"
"2318","Microperoryctes longicauda",542.07,"Microperoryctes_longicauda","2435340"
"2319","Microperoryctes murina",229.57,"Microperoryctes_murina","2435339"
"2320","Microperoryctes papuensis",158,"Microperoryctes_papuensis","2435344"
"2321","Micropotamogale lamottei",69.595,"Micropotamogale_lamottei","2432140"
"2322","Micropotamogale ruwenzorii",109.13,"Micropotamogale_ruwenzorii","2432139"
"2323","Micropteropus intermedius",32.01,"Micropteropus_intermedius","2432979"
"2324","Micropteropus pusillus",25.38,"Micropteropus_pusillus","2432978"
"2325","Microryzomys altissimus",13.49,"Microryzomys_altissimus","2437777"
"2326","Microryzomys minutus",13.49,"Microryzomys_minutus","2437778"
"2327","Microsciurus alfari",89.745,"Microsciurus_alfari","2437363"
"2328","Microsciurus flaviventer",92,"Microsciurus_flaviventer","2437361"
"2329","Microsciurus mimulus",120,"Microsciurus_mimulus","2437360"
"2330","Microsciurus santanderensis",99.79,"Microsciurus_santanderensis","2437362"
"2331","Microtus abbreviatus",58.03,"Microtus_abbreviatus","2438630"
"2332","Microtus agrestis",31.935,"Microtus_agrestis","2438616"
"2333","Microtus arvalis",25.4,"Microtus_arvalis","2438606"
"2334","Microtus bavaricus",29.27,"Microtus_bavaricus","2438594"
"2335","Microtus brachycercus",20,"Microtus_brachycercus","4265022"
"2336","Microtus breweri",54,"Microtus_breweri","2438615"
"2337","Microtus cabrerae",52.5,"Microtus_cabrerae","2438668"
"2338","Microtus californicus",53.5,"Microtus_californicus","2438603"
"2339","Microtus canicaudus",35.1,"Microtus_canicaudus","2438593"
"2340","Microtus chrotorrhinus",38.995,"Microtus_chrotorrhinus","2438667"
"2341","Microtus duodecimcostatus",22.71,"Microtus_duodecimcostatus","2438619"
"2342","Microtus fortis",63,"Microtus_fortis","2438675"
"2343","Microtus gregalis",47.5,"Microtus_gregalis","2438648"
"2344","Microtus guatemalensis",41.99,"Microtus_guatemalensis","2438646"
"2345","Microtus guentheri",48.995,"Microtus_guentheri","2438628"
"2346","Microtus ilaeus",25.4,"Microtus_ilaeus","4265012"
"2347","Microtus irani",48,"Microtus_irani","2438601"
"2348","Microtus kikuchii",46.3,"Microtus_kikuchii","4265019"
"2349","Microtus levis",26.9,"Microtus_levis","4265013"
"2350","Microtus liechtensteini",23.16,"Microtus_liechtensteini","4265021"
"2351","Microtus limnophilus",33.1,"Microtus_limnophilus","2438595"
"2352","Microtus longicaudus",32.5,"Microtus_longicaudus","2438621"
"2353","Microtus lusitanicus",20,"Microtus_lusitanicus","2438669"
"2354","Microtus mexicanus",28.8,"Microtus_mexicanus","2438651"
"2355","Microtus middendorffii",40.25,"Microtus_middendorffii","2438620"
"2356","Microtus miurus",40.25,"Microtus_miurus","2438632"
"2357","Microtus mongolicus",25.4,"Microtus_mongolicus","2438598"
"2358","Microtus montanus",35.1,"Microtus_montanus","2438609"
"2359","Microtus montebelli",33.1,"Microtus_montebelli","2438676"
"2360","Microtus multiplex",23.16,"Microtus_multiplex","2438647"
"2361","Microtus oaxacensis",36.52,"Microtus_oaxacensis","2438614"
"2362","Microtus ochrogaster",46.7,"Microtus_ochrogaster","2438671"
"2363","Microtus oeconomus",33.1,"Microtus_oeconomus","2438635"
"2364","Microtus oregoni",20.425,"Microtus_oregoni","2438661"
"2365","Microtus paradoxus",48,"Microtus_paradoxus","4265015"
"2366","Microtus pennsylvanicus",38.55,"Microtus_pennsylvanicus","2438655"
"2367","Microtus pinetorum",25.5,"Microtus_pinetorum","2438638"
"2368","Microtus quasiater",40,"Microtus_quasiater","2438592"
"2369","Microtus richardsoni",72.825,"Microtus_richardsoni","2438626"
"2370","Microtus savii",20,"Microtus_savii","2438650"
"2371","Microtus schidlovskii",48,"Microtus_schidlovskii","4265017"
"2372","Microtus socialis",48,"Microtus_socialis","2438670"
"2373","Microtus subterraneus",17.8,"Microtus_subterraneus","2438660"
"2374","Microtus townsendii",52.2,"Microtus_townsendii","2438612"
"2375","Microtus umbrosus",41.99,"Microtus_umbrosus","2438599"
"2376","Microtus xanthognathus",92.65,"Microtus_xanthognathus","2438664"
"2377","Millardia gleadowi",70,"Millardia_gleadowi","5219778"
"2378","Millardia meltada",67.4,"Millardia_meltada","5219777"
"2379","Mimetillus moloneyi",8.89,"Mimetillus_moloneyi","2432527"
"2380","Mimon bennettii",12.9,"Mimon_bennettii","2433309"
"2381","Mimon cozumelae",26.195,"Mimon_cozumelae","4265293"
"2382","Mimon crenulatum",13.91,"Mimon_crenulatum","2433310"
"2383","Mimon koepckeae",13.91,"Mimon_koepckeae","4265291"
"2384","Miniopterus africanus",14.9,"Miniopterus_africanus","4266204"
"2385","Miniopterus australis",7.4,"Miniopterus_australis","2432508"
"2386","Miniopterus fraterculus",7.38,"Miniopterus_fraterculus","2432504"
"2387","Miniopterus fuscus",10.905,"Miniopterus_fuscus","2432511"
"2388","Miniopterus inflatus",14.9,"Miniopterus_inflatus","2432507"
"2389","Miniopterus macrocneme",7.565,"Miniopterus_macrocneme","4266214"
"2390","Miniopterus magnater",13,"Miniopterus_magnater","2432503"
"2391","Miniopterus majori",11.46,"Miniopterus_majori","4266189"
"2392","Miniopterus manavi",7.81,"Miniopterus_manavi","4266178"
"2393","Miniopterus medius",10.91,"Miniopterus_medius","4266205"
"2394","Miniopterus natalensis",11.185,"Miniopterus_natalensis","7261853"
"2395","Miniopterus paululus",7.53,"Miniopterus_paululus","7261851"
"2396","Miniopterus pusillus",7.6,"Miniopterus_pusillus","2432506"
"2397","Miniopterus robustior",10.46,"Miniopterus_robustior","2432502"
"2398","Miniopterus schreibersii",11.185,"Miniopterus_schreibersii","9796816"
"2399","Miniopterus shortridgei",7.4,"Miniopterus_shortridgei","4266209"
"2400","Miniopterus tristis",15.17,"Miniopterus_tristis","2432505"
"2401","Miopithecus talapoin",1362.5,"Miopithecus_talapoin","2436591"
"2402","Mirounga angustirostris",914528.74,"Mirounga_angustirostris","2434813"
"2403","Mirounga leonina",1400000,"Mirounga_leonina","2434814"
"2404","Mirza coquereli",311.2,"Mirza_coquereli","4266974"
"2405","Mogera imaizumii",81.205,"Mogera_imaizumii","2436176"
"2406","Mogera tokudae",115.18,"Mogera_tokudae","2436172"
"2407","Mogera wogura",96.88,"Mogera_wogura","2436179"
"2408","Molossops aequatorianus",7.49,"Molossops_aequatorianus","2433005"
"2409","Molossops mattogrossensis",7.48,"Molossops_mattogrossensis","2433006"
"2410","Molossops neglectus",6.91,"Molossops_neglectus","2433004"
"2411","Molossops temminckii",5.86,"Molossops_temminckii","2433003"
"2412","Molossus aztecus",14,"Molossus_aztecus","5707238"
"2413","Molossus barnesi",13.85,"Molossus_barnesi","5707244"
"2414","Molossus coibensis",14,"Molossus_coibensis","5707250"
"2415","Molossus currentium",14,"Molossus_currentium","5707239"
"2416","Molossus molossus",13.85,"Molossus_molossus","5218725"
"2417","Molossus pretiosus",98,"Molossus_pretiosus","5218724"
"2418","Molossus sinaloae",21.09,"Molossus_sinaloae","5218727"
"2419","Monachus monachus",284940.665,"Monachus_monachus","2434779"
"2420","Monachus tropicalis",197758.36,"Monachus_tropicalis","5219377"
"2421","Monodelphis adusta",35,"Monodelphis_adusta","2439964"
"2422","Monodelphis americana",23,"Monodelphis_americana","2439970"
"2423","Monodelphis brevicaudata",90,"Monodelphis_brevicaudata","2439971"
"2424","Monodelphis dimidiata",44.56,"Monodelphis_dimidiata","2439959"
"2425","Monodelphis domestica",100,"Monodelphis_domestica","2439965"
"2426","Monodelphis emiliae",52.33,"Monodelphis_emiliae","2439972"
"2427","Monodelphis glirina",90,"Monodelphis_glirina","2439963"
"2428","Monodelphis iheringi",112,"Monodelphis_iheringi","2439960"
"2429","Monodelphis kunsi",11.8,"Monodelphis_kunsi","2439966"
"2430","Monodelphis maraxina",99,"Monodelphis_maraxina","2439973"
"2431","Monodelphis osgoodi",63,"Monodelphis_osgoodi","2439961"
"2432","Monodelphis rubida",45.5,"Monodelphis_rubida","2439967"
"2433","Monodelphis scalops",35,"Monodelphis_scalops","2439974"
"2434","Monodelphis sorex",48,"Monodelphis_sorex","2439975"
"2435","Monodelphis theresa",112,"Monodelphis_theresa","2439962"
"2436","Monodelphis umbristriata",45.5,"Monodelphis_umbristriata","2439976"
"2437","Monodelphis unistriata",55.3,"Monodelphis_unistriata","2439968"
"2438","Monodon monoceros",938126.44,"Monodon_monoceros","5220008"
"2439","Monophyllus plethodon",15.33,"Monophyllus_plethodon","2433239"
"2440","Monophyllus redmani",8.745,"Monophyllus_redmani","2433240"
"2441","Monticolomys koopmani",25,"Monticolomys_koopmani","4263428"
"2442","Mops brachypterus",16,"Mops_brachypterus","2433070"
"2443","Mops condylurus",26.59,"Mops_condylurus","2433075"
"2444","Mops congicus",42.84,"Mops_congicus","2433066"
"2445","Mops demonstrator",9.74,"Mops_demonstrator","2433071"
"2446","Mops leucostigma",26.69,"Mops_leucostigma","4266488"
"2447","Mops midas",35,"Mops_midas","2433076"
"2448","Mops mops",31.12,"Mops_mops","2433072"
"2449","Mops nanulus",3.88,"Mops_nanulus","2433077"
"2450","Mops niangarae",21.23,"Mops_niangarae","2433067"
"2451","Mops niveiventer",15.78,"Mops_niveiventer","2433073"
"2452","Mops petersoni",5.86,"Mops_petersoni","2433078"
"2453","Mops sarasinorum",11.2,"Mops_sarasinorum","2433068"
"2454","Mops spurrelli",8.08,"Mops_spurrelli","2433074"
"2455","Mops thersites",21.99,"Mops_thersites","2433079"
"2456","Mops trevori",21.23,"Mops_trevori","2433069"
"2457","Mormoops blainvillei",10.345,"Mormoops_blainvillei","4265453"
"2458","Mormoops megalophylla",16.045,"Mormoops_megalophylla","2432759"
"2459","Mormopterus acetabulosus",9.05,"Mormopterus_acetabulosus","2433052"
"2460","Mormopterus beccarii",14.3,"Mormopterus_beccarii","2433056"
"2461","Mormopterus doriae",8.41,"Mormopterus_doriae","2433051"
"2462","Mormopterus jugularis",11.56,"Mormopterus_jugularis","2433059"
"2463","Mormopterus kalinowskii",7.49,"Mormopterus_kalinowskii","2433055"
"2464","Mormopterus loriae",8.12,"Mormopterus_loriae","4266547"
"2465","Mormopterus minutus",4.27,"Mormopterus_minutus","2433050"
"2466","Mormopterus norfolkensis",8,"Mormopterus_norfolkensis","2433058"
"2467","Mormopterus phrudus",6.11,"Mormopterus_phrudus","2433049"
"2468","Mormopterus planiceps",9.24,"Mormopterus_planiceps","2433057"
"2469","Moschiola meminna",2450,"Moschiola_meminna","2441235"
"2470","Moschus anhuiensis",12488.705,"Moschus_anhuiensis","4262221"
"2471","Moschus berezovskii",11688.705,"Moschus_berezovskii","2440991"
"2472","Moschus chrysogaster",12348.95,"Moschus_chrysogaster","2440989"
"2473","Moschus cupreus",12907.785,"Moschus_cupreus","4262223"
"2474","Moschus fuscus",13697.9,"Moschus_fuscus","2440990"
"2475","Moschus leucogaster",12907.785,"Moschus_leucogaster","4262218"
"2476","Moschus moschiferus",12907.785,"Moschus_moschiferus","2440988"
"2477","Mosia nigrescens",3.33,"Mosia_nigrescens","5218733"
"2478","Mungos gambianus",1644.98,"Mungos_gambianus","5219097"
"2479","Mungos mungo",1331.5,"Mungos_mungo","5219080"
"2480","Mungotictis decemlineata",678.515,"Mungotictis_decemlineata","2433518"
"2481","Muntiacus atherodes",18939.1,"Muntiacus_atherodes","2440942"
"2482","Muntiacus crinifrons",18590.01,"Muntiacus_crinifrons","2440945"
"2483","Muntiacus feae",21999.99,"Muntiacus_feae","2440944"
"2484","Muntiacus gongshanensis",18590.01,"Muntiacus_gongshanensis","2440947"
"2485","Muntiacus muntjak",17611.59,"Muntiacus_muntjak","2440943"
"2486","Muntiacus reevesi",13499.94,"Muntiacus_reevesi","2440946"
"2487","Muntiacus rooseveltorum",13499.94,"Muntiacus_rooseveltorum","4262419"
"2488","Muntiacus vuquangensis",36690.82,"Muntiacus_vuquangensis","4262425"
"2489","Murexechinus melanurus",38.02,"Murexechinus_melanurus","2435415"
"2490","Murexia longicaudata",126.79,"Murexia_longicaudata","2435424"
"2491","Muriculus imberbis",18.5,"Muriculus_imberbis","2438063"
"2492","Murina aenea",7.5,"Murina_aenea","2432318"
"2493","Murina aurata",4.27,"Murina_aurata","2432324"
"2494","Murina cyclotis",9.35,"Murina_cyclotis","2432329"
"2495","Murina florium",4.41,"Murina_florium","2432319"
"2496","Murina fusca",7.54,"Murina_fusca","2432325"
"2497","Murina grisea",5.61,"Murina_grisea","2432320"
"2498","Murina hilgendorfi",7.54,"Murina_hilgendorfi","4266033"
"2499","Murina huttoni",7.56,"Murina_huttoni","8307118"
"2500","Murina leucogaster",7.54,"Murina_leucogaster","2432330"
"2501","Murina puta",6.91,"Murina_puta","2432321"
"2502","Murina rozendaali",5.61,"Murina_rozendaali","2432327"
"2503","Murina silvatica",4.48,"Murina_silvatica","2432331"
"2504","Murina suilla",4,"Murina_suilla","2432322"
"2505","Murina tenebrosa",6.38,"Murina_tenebrosa","2432328"
"2506","Murina tubinaris",6.505,"Murina_tubinaris","2432332"
"2507","Murina ussuriensis",4.48,"Murina_ussuriensis","2432323"
"2508","Mus booduga",11.5,"Mus_booduga","2438798"
"2509","Mus bufo",8.88,"Mus_bufo","2438788"
"2510","Mus caroli",18.65,"Mus_caroli","2438800"
"2511","Mus cervicolor",17.7,"Mus_cervicolor","2438776"
"2512","Mus indutus",7.25,"Mus_indutus","2438806"
"2513","Mus macedonicus",20.5,"Mus_macedonicus","2438783"
"2514","Mus mahomet",41.5,"Mus_mahomet","2438795"
"2515","Mus minutoides",7.585,"Mus_minutoides","2438796"
"2516","Mus musculoides",7.585,"Mus_musculoides","2438786"
"2517","Mus musculus",20.5,"Mus_musculus","7429082"
"2518","Mus neavei",7.585,"Mus_neavei","2438810"
"2519","Mus orangiae",7.585,"Mus_orangiae","2438797"
"2520","Mus phillipsi",17.7,"Mus_phillipsi","2438799"
"2521","Mus platythrix",28.64,"Mus_platythrix","2438801"
"2522","Mus setulosus",11.18,"Mus_setulosus","2438777"
"2523","Mus setzeri",6.65,"Mus_setzeri","2438803"
"2524","Mus shortridgei",28.64,"Mus_shortridgei","2438791"
"2525","Mus sorella",12.535,"Mus_sorella","2438779"
"2526","Mus spicilegus",19.9,"Mus_spicilegus","2438805"
"2527","Mus spretus",19.9,"Mus_spretus","2438793"
"2528","Mus triton",12.535,"Mus_triton","2438784"
"2529","Mus vulcani",60.315,"Mus_vulcani","2438808"
"2530","Muscardinus avellanarius",27.315,"Muscardinus_avellanarius","2439658"
"2531","Musonycteris harrisoni",10.82,"Musonycteris_harrisoni","2433321"
"2532","Mustela africana",536.98,"Mustela_africana","5219066"
"2533","Mustela altaica",175.62,"Mustela_altaica","5218963"
"2534","Mustela erminea",110.33,"Mustela_erminea","5219019"
"2535","Mustela eversmanii",975.55,"Mustela_eversmanii","5219057"
"2536","Mustela felipei",211.3,"Mustela_felipei","5219069"
"2537","Mustela frenata",170.315,"Mustela_frenata","5218919"
"2538","Mustela itatsi",530.85,"Mustela_itatsi","5218962"
"2539","Mustela kathiah",263.74,"Mustela_kathiah","5218969"
"2540","Mustela lutreola",566.44,"Mustela_lutreola","5219007"
"2541","Mustela lutreolina",498.55,"Mustela_lutreolina","5219070"
"2542","Mustela nigripes",907.1,"Mustela_nigripes","5218985"
"2543","Mustela nivalis",49.75,"Mustela_nivalis","5218987"
"2544","Mustela nudipes",569.42,"Mustela_nudipes","5219015"
"2545","Mustela putorius",809,"Mustela_putorius","5218911"
"2546","Mustela sibirica",530.85,"Mustela_sibirica","5218972"
"2547","Mustela strigidorsa",1500,"Mustela_strigidorsa","5219018"
"2548","Mustela subpalmata",49.75,"Mustela_subpalmata","5218986"
"2549","Mustela vison",899.75,"Neovison_vison","5218823"
"2550","Mydaus javanensis",2500,"Mydaus_javanensis","2434845"
"2551","Mydaus marchei",2500,"Mydaus_marchei","2434844"
"2552","Mylomys dybowskii",110.96,"Mylomys_dybowskii","2439321"
"2553","Mylomys rex",110.96,"Mylomys_rex","4264956"
"2554","Myocastor coypus",7150,"Myocastor_coypus","4264680"
"2555","Myodes californicus",22.8,"Myodes_californicus","5706763"
"2556","Myodes centralis",21.15,"Myodes_centralis","5706767"
"2557","Myodes gapperi",22.8,"Myodes_gapperi","5706760"
"2558","Myodes glareolus",20.8,"Myodes_glareolus","5706764"
"2559","Myodes regulus",27.35,"Myodes_regulus","5706761"
"2560","Myodes rex",27.35,"Myodes_rex","5706765"
"2561","Myodes rufocanus",27.5,"Myodes_rufocanus","5706769"
"2562","Myodes rutilus",25,"Myodes_rutilus","5706762"
"2563","Myodes shanseius",27.35,"Myodes_shanseius","5706766"
"2564","Myodes smithii",27.5,"Myodes_smithii","5706770"
"2565","Myoictis melas",221.77,"Myoictis_melas","2435443"
"2566","Myoictis wallacii",221.77,"Myoictis_wallacii","2435444"
"2567","Myomimus personatus",24,"Myomimus_personatus","2439664"
"2568","Myomyscus verreauxii",41,"Myomyscus_verreauxii","4264895"
"2569","Myomyscus yemeni",30,"Myomyscus_yemeni","4264893"
"2570","Myonycteris brachycephala",35.81,"Myonycteris_brachycephala","2432941"
"2571","Myonycteris relicta",53.32,"Myonycteris_relicta","2432943"
"2572","Myonycteris torquata",37,"Myonycteris_torquata","2432942"
"2573","Myoprocta acouchy",844.5,"Myoprocta_acouchy","2437590"
"2574","Myoprocta pratti",914,"Myoprocta_pratti","4264701"
"2575","Myopterus daubentonii",18.45,"Myopterus_daubentonii","5218710"
"2576","Myopterus whitleyi",11.55,"Myopterus_whitleyi","5218709"
"2577","Myopus schisticolor",26.4,"Myopus_schisticolor","2439358"
"2578","Myosciurus pumilio",16.47,"Myosciurus_pumilio","2437288"
"2579","Myosorex cafer",12.3,"Myosorex_cafer","2435919"
"2580","Myosorex geata",9.34,"Myosorex_geata","2435933"
"2581","Myosorex varius",11.68,"Myosorex_varius","2435929"
"2582","Myospalax aspalax",225,"Myospalax_aspalax","2439122"
"2583","Myospalax myospalax",225,"Myospalax_myospalax","2439121"
"2584","Myospalax psilurus",242.105,"Myospalax_psilurus","2439125"
"2585","Myotis abei",7.305,"Myotis_abei","2432391"
"2586","Myotis adversus",10.41,"Myotis_adversus","2432450"
"2587","Myotis aelleni",9.4,"Myotis_aelleni","2432437"
"2588","Myotis albescens",5.69,"Myotis_albescens","2432424"
"2589","Myotis altarium",11,"Myotis_altarium","2432407"
"2590","Myotis anjouanensis",5.56,"Myotis_anjouanensis","4266338"
"2591","Myotis annectans",9.75,"Myotis_annectans","2432395"
"2592","Myotis atacamensis",8.005,"Myotis_atacamensis","2432457"
"2593","Myotis ater",5.3,"Myotis_ater","7261865"
"2594","Myotis auriculus",8,"Myotis_auriculus","2432438"
"2595","Myotis australis",5.3,"Myotis_australis","2432442"
"2596","Myotis austroriparius",7.35,"Myotis_austroriparius","2432451"
"2597","Myotis bechsteinii",9.985,"Myotis_bechsteinii","2432427"
"2598","Myotis blythii",24.705,"Myotis_blythii","2432414"
"2599","Myotis bocagii",7.93,"Myotis_bocagii","7261886"
"2600","Myotis bombinus",7.5,"Myotis_bombinus","2432462"
"2601","Myotis brandtii",7,"Myotis_brandtii","7261875"
"2602","Myotis bucharensis",7.54,"Myotis_bucharensis","4266323"
"2603","Myotis californicus",4.39,"Myotis_californicus","2432425"
"2604","Myotis capaccinii",23.82,"Myotis_capaccinii","2432430"
"2605","Myotis chiloensis",8.005,"Myotis_chiloensis","2432419"
"2606","Myotis chinensis",28.55,"Myotis_chinensis","2432403"
"2607","Myotis ciliolabrum",5,"Myotis_ciliolabrum","2432456"
"2608","Myotis cobanensis",10.82,"Myotis_cobanensis","2432466"
"2609","Myotis dasycneme",15,"Myotis_dasycneme","2432452"
"2610","Myotis daubentonii",8.5,"Myotis_daubentonii","2432439"
"2611","Myotis davidii",5.3,"Myotis_davidii","4266349"
"2612","Myotis dominicensis",4.2,"Myotis_dominicensis","2432408"
"2613","Myotis elegans",4.21,"Myotis_elegans","2432396"
"2614","Myotis emarginatus",9.28,"Myotis_emarginatus","2432470"
"2615","Myotis evotis",7.4,"Myotis_evotis","2432413"
"2616","Myotis fimbriatus",23.41,"Myotis_fimbriatus","4266430"
"2617","Myotis findleyi",4.91,"Myotis_findleyi","2432458"
"2618","Myotis formosus",7.07,"Myotis_formosus","2432443"
"2619","Myotis fortidens",6.5,"Myotis_fortidens","2432421"
"2620","Myotis frater",7.54,"Myotis_frater","2432428"
"2621","Myotis goudoti",5.56,"Myotis_goudoti","2432415"
"2622","Myotis grisescens",10.045,"Myotis_grisescens","2432432"
"2623","Myotis hajastanicus",5.3,"Myotis_hajastanicus","4266457"
"2624","Myotis hasseltii",8.7,"Myotis_hasseltii","2432400"
"2625","Myotis hermani",7.07,"Myotis_hermani","4266423"
"2626","Myotis horsfieldii",6.125,"Myotis_horsfieldii","2432388"
"2627","Myotis hosonoi",6.25,"Myotis_hosonoi","2432463"
"2628","Myotis ikonnikovi",5.86,"Myotis_ikonnikovi","2432431"
"2629","Myotis insularum",6.11,"Myotis_insularum","2432447"
"2630","Myotis keaysi",5.22,"Myotis_keaysi","2432420"
"2631","Myotis keenii",6.255,"Myotis_keenii","2432435"
"2632","Myotis laniger",8.5,"Myotis_laniger","4266331"
"2633","Myotis leibii",5.41,"Myotis_leibii","2432455"
"2634","Myotis levis",5.24,"Myotis_levis","2432392"
"2635","Myotis longipes",23.41,"Myotis_longipes","2432467"
"2636","Myotis lucifugus",7.15,"Myotis_lucifugus","2432406"
"2637","Myotis macrodactylus",23.41,"Myotis_macrodactylus","2432453"
"2638","Myotis macropus",10.41,"Myotis_macropus","4266391"
"2639","Myotis macrotarsus",12.64,"Myotis_macrotarsus","2432440"
"2640","Myotis martiniquensis",7.49,"Myotis_martiniquensis","2432409"
"2641","Myotis melanorhinus",5,"Myotis_melanorhinus","4266342"
"2642","Myotis moluccarum",10.41,"Myotis_moluccarum","7261872"
"2643","Myotis montivagus",5.3,"Myotis_montivagus","2432459"
"2644","Myotis morrisi",14.09,"Myotis_morrisi","2432444"
"2645","Myotis muricola",5.3,"Myotis_muricola","2432429"
"2646","Myotis myotis",27.07,"Myotis_myotis","2432416"
"2647","Myotis mystacinus",5.3,"Myotis_mystacinus","9754263"
"2648","Myotis nattereri",7.5,"Myotis_nattereri","2432389"
"2649","Myotis nesopolus",3.56,"Myotis_nesopolus","2432464"
"2650","Myotis nigricans",4.1,"Myotis_nigricans","2432448"
"2651","Myotis nipalensis",5.3,"Myotis_nipalensis","7261898"
"2652","Myotis occultus",7.8,"Myotis_occultus","4266411"
"2653","Myotis oreias",8.41,"Myotis_oreias","2432433"
"2654","Myotis oxygnathus",23.82,"Myotis_oxygnathus","4266394"
"2655","Myotis oxyotus",5.65,"Myotis_oxyotus","2432422"
"2656","Myotis ozensis",5.86,"Myotis_ozensis","2432393"
"2657","Myotis peninsularis",9.05,"Myotis_peninsularis","2432468"
"2658","Myotis pequinius",17.41,"Myotis_pequinius","2432454"
"2659","Myotis planiceps",2.99,"Myotis_planiceps","2432441"
"2660","Myotis pruinosus",4.91,"Myotis_pruinosus","2432426"
"2661","Myotis punicus",24.705,"Myotis_punicus","4266337"
"2662","Myotis ricketti",26.19,"Myotis_ricketti","2432410"
"2663","Myotis ridleyi",4.06,"Myotis_ridleyi","2432398"
"2664","Myotis riparius",6.335,"Myotis_riparius","2432385"
"2665","Myotis rosseti",3.29,"Myotis_rosseti","2432460"
"2666","Myotis ruber",4.99,"Myotis_ruber","2432445"
"2667","Myotis schaubi",11.99,"Myotis_schaubi","2432417"
"2668","Myotis scotti",8.72,"Myotis_scotti","2432402"
"2669","Myotis septentrionalis",6,"Myotis_septentrionalis","2432436"
"2670","Myotis sicarius",20.09,"Myotis_sicarius","2432465"
"2671","Myotis siligorensis",2.93,"Myotis_siligorensis","2432449"
"2672","Myotis simus",8.1,"Myotis_simus","2432434"
"2673","Myotis sodalis",7.425,"Myotis_sodalis","2432418"
"2674","Myotis stalkeri",16.43,"Myotis_stalkeri","2432423"
"2675","Myotis thysanodes",6.5,"Myotis_thysanodes","2432399"
"2676","Myotis tricolor",13.67,"Myotis_tricolor","2432405"
"2677","Myotis velifer",10.995,"Myotis_velifer","2432386"
"2678","Myotis vivesi",25,"Myotis_vivesi","2432394"
"2679","Myotis volans",7.855,"Myotis_volans","2432411"
"2680","Myotis welwitschii",15.88,"Myotis_welwitschii","2432469"
"2681","Myotis yesoensis",5.985,"Myotis_yesoensis","2432412"
"2682","Myotis yumanensis",5.9,"Myotis_yumanensis","2432461"
"2683","Myotomys sloggetti",113.295,"Myotomys_sloggetti","4264857"
"2684","Myotomys unisulcatus",99.25,"Myotomys_unisulcatus","4264856"
"2685","Myrmecobius fasciatus",471.5,"Myrmecobius_fasciatus","5219465"
"2686","Myrmecophaga tridactyla",29531.83,"Myrmecophaga_tridactyla","2436346"
"2687","Mystacina robusta",24.25,"Mystacina_robusta","2433347"
"2688","Mystacina tuberculata",15,"Mystacina_tuberculata","2433346"
"2689","Mystromys albicaudatus",93.8,"Mystromys_albicaudatus","2438522"
"2690","Myzopoda aurita",9.1,"Myzopoda_aurita","2432987"
"2691","Naemorhedus baileyi",28829.98,"Naemorhedus_baileyi","2441013"
"2692","Naemorhedus caudatus",27666.67,"Naemorhedus_caudatus","2441011"
"2693","Naemorhedus goral",28796.51,"Naemorhedus_goral","2441016"
"2694","Naemorhedus griseus",27666.67,"Naemorhedus_griseus","7261419"
"2695","Nandinia binotata",2167.2,"Nandinia_binotata","2433489"
"2696","Nanger dama",73000,"Nanger_dama","4262713"
"2697","Nanger granti",61232.23,"Nanger_granti","7261447"
"2698","Nanger soemmerringii",41582.93,"Nanger_soemmerringii","7261449"
"2699","Nannosciurus melanotis",26.76,"Nannosciurus_melanotis","2437268"
"2700","Nanonycteris veldkampii",21.89,"Nanonycteris_veldkampii","4265712"
"2701","Napaeozapus insignis",21.8,"Napaeozapus_insignis","2439461"
"2702","Nasalis larvatus",13441.575,"Nasalis_larvatus","2436525"
"2703","Nasua narica",3750,"Nasua_narica","2433531"
"2704","Nasua nasua",4000,"Nasua_nasua","2433536"
"2705","Nasuella olivacea",1339.99,"Nasuella_olivacea","2433588"
"2706","Natalus jamaicensis",4.7,"Natalus_jamaicensis","4265594"
"2707","Natalus major",4.7,"Natalus_major","4265598"
"2708","Natalus primus",4.7,"Natalus_primus","4265602"
"2709","Natalus stramineus",4.7,"Natalus_stramineus","2432756"
"2710","Natalus tumidirostris",5.85,"Natalus_tumidirostris","2432753"
"2711","Neacomys guianae",15.87,"Neacomys_guianae","2439289"
"2712","Neacomys spinosus",19,"Neacomys_spinosus","2439290"
"2713","Neacomys tenuipes",19,"Neacomys_tenuipes","2439288"
"2714","Neamblysomus gunningi",57.44,"Neamblysomus_gunningi","2432175"
"2715","Neamblysomus julianae",21.99,"Neamblysomus_julianae","2432173"
"2716","Necromys amoenus",27.09,"Necromys_amoenus","4265143"
"2717","Necromys lactens",32.9,"Necromys_lactens","4265137"
"2718","Necromys lasiurus",39.93,"Necromys_lasiurus","4265142"
"2719","Necromys lenguarum",39.93,"Necromys_lenguarum","4265139"
"2720","Necromys obscurus",40.69,"Necromys_obscurus","4265136"
"2721","Necromys punctulatus",37.3,"Necromys_punctulatus","4265141"
"2722","Necromys temchuki",47.2,"Necromys_temchuki","4265138"
