Order,Family,Genus_species,English_Name,Name_Tree,Super order,Status ,n,n_Small Intestine,Body mass_Small intestine,Small Intestine_Length,n_Large Intestine,Body mass_Large Intestine,Large Intestine_Length,n_Caecum,Body mass_Ceaecum,Caecum_Length,n_Colon,Body mass_Colon,Colon_Length,n_Total Intestine,Body mass_Total Intestine,Total Intestine_Length,Source,Inv,Vend,Vect,Vfish,Vunk,Faunivory,Scav,Total_Faunivory,Fruit,Nect,Seed,Fruit/Nect/Seed,PlantO,Total_Plant,Source,Certainty,Type_I,Type_II,Latitude,Abs_Lat,Mean_Precip,Mean_Temp,Mean_AET,Mean_PET,Volant,Marine,Foregut
Primates,Callitrichidae,Saguinus_oedipus,Cotton-top tamarin,Saguinus_oedipus_CALLITRICHIDAE_PRIMATES,Euarchontoglires,captive,4,4,0.460,75.10,4,0.460,33.44,4,0.460,4.60,4,0.460,28.84,4,0.460,108.54,McGrosky et al. (2019b),40,0,0,0,0,40,0,40,30,30,0,60,0,60,Ref_1,ABC,Omni,Omni,9.22,9.22,120.29,26.34,1367.13,1586.07,0,0,0
Primates,Cebidae,Saimiri_boliviensis,Bolivian/peruvian squirrel monkey,Saimiri_boliviensis_CEBIDAE_PRIMATES,Euarchontoglires,captive,2,2,0.793,125.93,2,0.793,19.17,2,0.793,3.63,2,0.793,15.55,2,0.793,145.10,"McGrosky et al. (2019b), This study",20,0,0,0,20,40,0,40,20,0,20,40,20,60,Ref_1,ABC,Omni,Omni,-11.05,11.05,171.5,24.29,1417.91,1535.03,0,0,0
Primates,Cebidae,Saimiri_sciureus,Common squirrel monkey,Saimiri_sciureus_CEBIDAE_PRIMATES,Euarchontoglires,various,22,22,0.678,103.60,22,0.678,14.44,22,0.678,3.91,22,0.678,10.54,22,0.678,118.04,"Beischer and Furry (1964), Fooden (1964), McGrosky et al. (2019b)",20,0,0,0,20,40,0,40,20,0,20,40,20,60,Ref_1,ABC,Omni,Omni,-0.64,0.64,186.86,25.30,1461.05,1606.65,0,0,0
Primates,Cebidae,Sapajus_apella,Margarita island capuchin,Sapajus_apella_CEBIDAE_PRIMATES,Euarchontoglires,captive,1,1,1.750,144.62,1,1.750,39.02,1,1.750,5.22,1,1.750,33.80,1,1.750,183.64,McGrosky et al. (2019b),20,0,0,0,10,30,0,30,20,10,20,50,20,70,Ref_1,ABC,Herb,Omni,-10.77,10.77,154.19,24.12,1291.77,1516.85,0,0,0
Eulipotyphla,Talpidae,Scalopus_aquaticus,Eastern moles,Scalopus_aquaticus_TALPIDAE_EULIPOTYPHLA,Laurasiatheria,wild,1,,,,,,,,,,,,,1,0.100,116.91,This study,100,0,0,0,0,100,0,100,0,0,0,0,0,0,Ref_1,ABC,Car,Car,35.5,35.5,78.98,14.28,822.01,974.38,0,0,0
Rodentia,Sciuridae,Sciurus_anomalus,Caucasian squirrel,Sciurus_anomalus_SCIURIDAE_RODENTIA,Euarchontoglires,unknown,7,7,0.310,94.04,7,0.310,30.86,7,0.310,4.88,7,0.310,25.98,7,0.310,124.91,Sadeghinezhad et al. (2012),0,0,0,0,0,0,0,0,20,0,50,70,30,100,Ref_1,ABC,Herb,Herb,35.71,35.71,45.15,11.47,412.74,1084.38,0,0,0
Rodentia,Sciuridae,Sciurus_carolinensis,Eastern gray squirrel,Sciurus_carolinensis_SCIURIDAE_RODENTIA,Euarchontoglires,wild,26,26,0.542,196.66,26,0.542,51.73,26,0.542,9.88,26,0.542,41.85,26,0.542,248.38,"Schieck and Millar (1985), This study",0,0,0,0,0,0,0,0,20,0,50,70,30,100,Ref_1,ABC,Herb,Herb,39.17,39.17,78.26,11.40,764.94,862.26,0,0,0
Rodentia,Sciuridae,Sciurus_griseus,Western gray squirrel,Sciurus_griseus_SCIURIDAE_RODENTIA,Euarchontoglires,wild,1,1,0.66,213,1,0.66,52,1,0.66,8,1,0.66,44,1,0.66,264.80,This study,0,0,0,0,0,0,0,0,20,0,50,70,30,100,Ref_1,ABC,Herb,Herb,40.41,40.41,51.63,10.14,360.21,954.31,0,0,0
Rodentia,Sciuridae,Sciurus_lis,Japanese squirrel,Sciurus_lis_SCIURIDAE_RODENTIA,Euarchontoglires,captive,1,1,0.252,82.00,1,0.252,28.50,1,0.252,6.50,1,0.252,22.00,1,0.252,110.00,Mitsuzuka et al. (2018),0,0,0,0,0,0,0,0,20,0,50,70,30,100,Ref_1,ABC,Herb,Herb,36.26,36.26,145.01,10.56,784.99,830.18,0,0,0
Rodentia,Sciuridae,Sciurus_niger,Bryants fox squirrel,Sciurus_niger_SCIURIDAE_RODENTIA,Euarchontoglires,wild,4,4,0.445,163.42,4,0.445,57.11,4,0.445,8.60,4,0.445,48.52,4,0.445,220.53,This study,0,0,0,0,0,0,0,0,20,0,50,70,30,100,Ref_1,ABC,Herb,Herb,38.45,38.45,71.07,12.68,760.59,916.92,0,0,0
Rodentia,Sciuridae,Sciurus_stramineus,Guayaquil squirrel,Sciurus_stramineus_SCIURIDAE_RODENTIA,Euarchontoglires,captive,2,2,0.330,106.20,2,0.330,35.70,2,0.330,7.70,2,0.330,28.00,2,0.330,128.00,Mitsuzuka et al. (2018),0,0,0,0,0,0,0,0,20,0,50,70,30,100,Ref_1,ABC,Herb,Herb,-3.9,3.9,73.79,19.69,745.3,1347.59,0,0,0
Rodentia,Sciuridae,Sciurus_vulgaris,Eurasian red squirrel,Sciurus_vulgaris_SCIURIDAE_RODENTIA,Euarchontoglires,wild,13,13,0.287,166.82,13,0.287,49.74,13,0.287,7.70,13,0.287,42.03,13,0.287,216.55,"Mitsuzuka et al. (2018), Staaland et al. (1995), This study",0,0,0,0,0,0,0,0,20,0,50,70,30,100,Ref_1,ABC,Herb,Herb,53.43,53.43,37.04,-3.65,331.4,375.28,0,0,0
Chiroptera,Vespertilionidae,Scotophilus_kuhlii,Lesser asiatic yellow house bat,Scotophilus_kuhlii_VESPERTILIONIDAE_CHIROPTERA,Laurasiatheria,unknown,1,,,,,,,,,,,,,1,0.020,20.00,Jones & MacLarnon 2004 in Caviedes-Vidal et al 2007,100,0,0,0,0,100,0,100,0,0,0,0,0,0,Ref_1,ABC,Car,Car,,,,,,,1,0,0
Afrosoricida,Tenrecidae,Setifer_setosus,Greater hedgehog tenrec,Setifer_setosus_TENRECIDAE_AFROSORICIDA,Afrotheria,captive,1,,,,,,,,,,,,,1,0.385,37.000,This study,40,0,0,0,0,40,60,100,0,0,0,0,0,0,Ref_1,ABC,Car,Car,-18.96,18.96,125.02,22.12,1093.42,1609.19,0,0,0
Dasyuromorphia,Dasyuridae,Sminthopsis_crassicaudata,Fat-tailed dunnart,Sminthopsis_crassicaudata_DASYURIDAE_DASYUROMORPHIA,Australidelphia,captive,12,,,,,,,,,,,,,12,0.014,15.42,Stannard et al. (2014),80,10,10,0,0,100,0,100,0,0,0,0,0,0,Ref_1,ABC,Car,Car,-28.79,28.79,28.14,19.53,350.47,1244.37,0,0,0
Dasyuromorphia,Dasyuridae,Sminthopsis_macroura,Stripe_face dunnart,Sminthopsis_macroura_DASYURIDAE_DASYUROMORPHIA,Australidelphia,captive,12,,,,,,,,,,,,,12,0.023,99.47,Stannard et al. (2014),80,10,10,0,0,100,0,100,0,0,0,0,0,0,Ref_1,ABC,Car,Car,-24.29,24.29,28.2,22.02,377.2,1379.55,0,0,0
Rodentia,Cricetidae,Sooretamys_angouya,Paraguayan rice rat,Sooretamys_angouya_CRICETIDAE_RODENTIA,Euarchontoglires,wild,2,2,0.039,20.70,,,,,,,,,,,,,Brun et al. (2019),20,0,0,0,0,20,0,20,20,0,20,40,40,80,Ref_1,ABC,Herb,Omni,-23.1,23.1,120.19,20.47,1170.26,1287.41,0,0,1
Eulipotyphla,Soricidae,Sorex_araneus,Common shrew,Sorex_araneus_SORICIDAE_EULIPOTYPHLA,Laurasiatheria,wild,2,,,,,,,,,,,,,2,0.007,26.97,This study,70,0,0,0,0,70,30,100,0,0,0,0,0,0,Ref_1,ABC,Car,Car,53.76,53.76,42.08,1.03,362.33,416.88,0,0,0
Eulipotyphla,Soricidae,Sorex_cinereus,Masked shrew,Sorex_cinereus_SORICIDAE_EULIPOTYPHLA,Laurasiatheria,wild,42,,,,,,,,,,,,,42,0.004,21.60,Schieck and Millar (1985),70,0,0,0,0,70,30,100,0,0,0,0,0,0,Ref_1,ABC,Car,Car,51.94,51.94,49.87,-0.20,389.69,477.44,0,0,0
Eulipotyphla,Soricidae,Sorex_fumeus,Smoky shrew,Sorex_fumeus_SORICIDAE_EULIPOTYPHLA,Laurasiatheria,wild,3,,,,,,,,,,,,,3,0.006,23.50,Schieck and Millar (1985),70,0,0,0,0,70,30,100,0,0,0,0,0,0,Ref_1,ABC,Car,Car,41.31,41.31,80.63,8.04,655.48,715.3,0,0,0
Eulipotyphla,Soricidae,Sorex_palustris,American water shrew,Sorex_palustris_SORICIDAE_EULIPOTYPHLA,Laurasiatheria,wild,1,,,,,,,,,,,,,1,0.014,33.60,Schieck and Millar (1985),70,0,0,0,0,70,30,100,0,0,0,0,0,0,Ref_1,ABC,Car,Car,49.07,49.07,52.33,1.70,392.82,559.1,0,0,0
Rodentia,Sciuridae,Spermophilus_dauricus,Daurian ground squirrel,Spermophilus_dauricus_SCIURIDAE_RODENTIA,Euarchontoglires,wild ,9,9,0.151,70.30,9,0.151,21.00,9,0.151,5.50,9,0.151,15.50,9,0.151,91.30,Wang et al. (2003),20,0,0,0,0,20,0,20,0,0,40,40,40,80,Ref_1,ABC,Herb,Omni,43.33,43.33,32.51,2.96,466.86,621.32,0,0,0
Rodentia,Nesomyidae,Steatomys_pratensis,Fat mouse,Steatomys_pratensis_NESOMYIDAE_RODENTIA,Euarchontoglires,wild,1,1,0.032,25.69,1,0.032,5.90,1,0.032,2.71,1,0.032,3.19,1,0.032,31.59,Perrin and Curtis (1980),30,0,0,0,0,30,0,30,0,0,30,30,40,70,Ref_1,ABC,Herb,Omni,,,,,,,0,0,1
Chiroptera,Phyllostomidae,Sturnira_lilium,Little yellow-shouldered bat,Sturnira_lilium_PHYLLOSTOMIDAE_CHIROPTERA,Laurasiatheria,unknown,1,,,,,,,,,,,,,1,0.019,21.80,Cruz-Neto & Jones 2006,0,0,0,0,0,0,0,0,100,0,0,100,0,100,Ref_1,ABC,Herb,Herb,-2.47,2.47,142.56,23.25,1248.36,1501.14,1,0,0
Eulipotyphla,Soricidae,Suncus_etruscus,Pygmy white-toothed shrew,Suncus_etruscus_SORICIDAE_EULIPOTYPHLA,Laurasiatheria,unknown,4,,,,,,,,,,,,,4,0.003,8.10,Lagenbeck (1996),80,0,0,0,10,90,10,100,0,0,0,0,0,0,Ref_1,ABC,Car,Car,28.2,28.2,69.01,16.39,588.44,1153.01,0,0,0
Eulipotyphla,Soricidae,Suncus_murinus,House shrew,Suncus_murinus_SORICIDAE_EULIPOTYPHLA,Laurasiatheria,unknown,10,,,,,,,,,,,,,10,0.05,24.30,Lagenbeck (1996),80,0,0,0,10,90,10,100,0,0,0,0,0,0,Ref_1,ABC,Car,Car,17.92,17.92,124.42,23.08,942.92,1431.95,0,0,0
Carnivora,Herpestidae,Suricata_suricatta,Meerkat,Suricata_suricatta_HERPESTIDAE_CARNIVORA,Laurasiatheria,captive,1,1,1.239,92.60,1,1.239,14.90,1,1.239,2.30,1,1.239,12.60,1,1.239,107.50,This study,70,0,0,0,20,90,0,90,0,0,0,0,10,10,Ref_1,ABC,Car,Car,-24.77,24.77,26.55,17.58,405.45,1237.75,0,0,0
Cetartiodactyla,Suidae,Sus_scrofa,Wild boar,Sus_scrofa_SUIDAE_CETARTIODACTYLA,Laurasiatheria,various,5,5,89.140,1573.38,5,89.140,563.14,5,89.140,25.12,5,89.140,538.02,5,89.140,2136.52,"Schwarm et al. (2009), Snipes and Snipes (1997)",10,0,0,0,10,20,10,30,0,0,10,10,60,70,Ref_1,ABC,Herb,Omni,25.6,25.6,64.68,11.69,567.82,964.89,0,0,0
Cetartiodactyla,Bovidae,Sylvicapra_grimmia,Common duiker,Sylvicapra_grimmia_BOVIDAE_CETARTIODACTYLA,Laurasiatheria,wild,4,4,12.600,798.00,4,12.600,344.00,4,12.600,24.00,4,12.600,320.00,4,12.600,1142.00,"McGrosky et al. (2019), Woodall and Skinner (1993)",0,10,0,0,0,10,0,10,20,0,0,20,70,90,Ref_1,ABC,Herb,Herb,-9.22,9.22,80.82,22.77,847.89,1495.94,0,0,1
Lagomorpha,Leporidae,Sylvilagus_floridanus,Eastern cottontail,Sylvilagus_floridanus_LEPORIDAE_LAGOMORPHA,Euarchontoglires,wild,9,9,0.995,229.32,9,0.995,139.92,9,0.995,41.69,9,0.995,98.24,9,0.995,369.24,This study,0,0,0,0,0,0,0,0,0,0,0,0,100,100,Ref_1,ABC,Herb,Herb,28.17,28.17,74.16,15.27,808.31,1097.3,0,0,0
Primates,Hylobatidae,Symphalangus_syndactylus,Siamang,Symphalangus_syndactylus_HYLOBATIDAE_PRIMATES,Euarchontoglires,captive,1,1,8.500,297.64,1,8.500,64.82,1,8.500,5.25,1,8.500,59.57,1,8.500,362.46,McGrosky et al. (2019b),10,0,0,0,0,10,0,10,80,0,0,80,10,90,Ref_1,ABC,Herb,Herb,0.14,0.14,226.72,24.17,1676.52,1761.04,0,0,0
Cetartiodactyla,Bovidae,Syncerus_caffer,African buffalo,Syncerus_caffer_BOVIDAE_CETARTIODACTYLA,Laurasiatheria,captive,1,1,410.000,1935.00,1,410.000,926.00,1,410.000,61.00,1,410.000,865.00,1,410.000,2861.00,McGrosky et al. (2019),0,0,0,0,0,0,0,0,0,0,0,0,100,100,Ref_1,ABC,Herb,Herb,-8.82,8.82,100.45,23.78,1004.99,1548.94,0,0,1
Chiroptera,Pteropodidae,Syconycteris_australis,Common blossom bat,Syconycteris_australis_PTEROPODIDAE_CHIROPTERA,Laurasiatheria,wild ,8,,,,,,,,,,,,,8,0.020,36.10,Law (1992),0,0,0,0,0,0,0,0,10,90,0,100,0,100,Ref_1,ABC,Herb,Herb,-16.55,16.55,198.72,22.17,1353.73,1645.94,1,0,0
Monotrema,Tachyglossidae,Tachyglossus_aculeatus,Short-beaked echidna,Tachyglossus_aculeatus_TACHYGLOSSIDAE_MONOTREMATA,Australidelphia,wild,2,2,3.380,222.25,2,3.38,44.98,2,3.38,1.20,2,3.38,39.75,2,3.38,264.20,Snipes et al. (2002),100,0,0,0,0,100,0,100,0,0,0,0,0,0,Ref_1,ABC,Car,Car,-22.26,22.26,44.83,20.99,476.82,1350.04,0,0,0
Chiroptera,Molossidae,Tadarida_aegyptiaca,Egyptian free-tailed bat,Tadarida_aegyptiaca_MOLOSSIDAE_CHIROPTERA,Laurasiatheria,unknown,1,,,,,,,,,,,,,1,0.018,16.60,Jones & MacLarnon 2004 in Caviedes-Vidal et al 2007,100,0,0,0,0,100,0,100,0,0,0,0,0,0,Ref_1,ABC,Car,Car,1.12,1.12,54.06,22.33,606.46,1446.1,1,0,0
Chiroptera,Molossidae,Tadarida_brasiliensis,Brazilian free-tailed bat,Tadarida_brasiliensis_MOLOSSIDAE_CHIROPTERA,Laurasiatheria,unknown,9,,,,,,,,,,,,,9,0.013,16.62,"Cruz-Neto and Jones (2006), Zhang et al. (2015)",100,0,0,0,0,100,0,100,0,0,0,0,0,0,Ref_1,ABC,Car,Car,1.23,1.23,81.68,16.99,834.71,1242.13,1,0,0
Eulipotyphla,Talpidae,Talpa_europaea,European mole,Talpa_europaea_TALPIDAE_EULIPOTYPHLA,Laurasiatheria,wild,6,,,,,,,,,,,,,6,0.053,114.30,This study,100,0,0,0,0,100,0,100,0,0,0,0,0,0,Ref_1,ABC,Car,Car,52.82,52.82,48.51,4.94,420.58,482.81,0,0,0
Pilosa,Myrmecophagidae,Tamandua_tetradactyla,Collared anteater,Tamandua_tetradactyla_MYRMECOPHAGIDAE_PILOSA,Xenarthra,captive,6,6,4.000,108.00,6,4.000,23.16,6,4.000,2.37,6,4.000,20.79,6,4.000,131.16,Firmino  et al. (2019),100,0,0,0,0,100,0,100,0,0,0,0,0,0,Ref_1,ABC,Car,Car,-10.06,10.06,148.14,23.97,1281.33,1504.42,0,0,1
Rodentia,Sciuridae,Tamias_striatus,Eastern chipmunk,Tamias_striatus_SCIURIDAE_RODENTIA,Euarchontoglires,wild,12,12,0.084,93.73,12,0.084,27.53,12,0.084,4.97,12,0.084,22.56,12,0.084,121.25,This study,20,0,0,0,0,20,0,20,20,0,30,50,30,80,Ref_1,ABC,Herb,Omni,40.78,40.78,74.79,8.41,676.52,743.19,0,0,0
Rodentia,Sciuridae,Tamiasciurus_hudsonicus,Red squirrel,Tamiasciurus_hudsonicus_SCIURIDAE_RODENTIA,Euarchontoglires,various,19,19,0.192,142.79,19,0.192,43.92,19,0.192,8.30,19,0.192,35.63,19,0.192,186.71,"Mitsuzuka et al. (2018), Schieck and Millar (1985), Staaland et al. (1995)",0,20,0,0,10,30,0,30,20,10,20,50,20,70,Ref_1,ABC,Herb,Omni,50.04,50.04,49.99,0.08,394.1,493.94,0,0,0
Chiroptera,Emballonuridae,Taphozous_melanopogon,Black-bearded tomb bat,Taphozous_melanopogon_EMBALLONURIDAE_CHIROPTERA,Laurasiatheria,unknown,1,,,,,,,,,,,,,1,0.023,53.60,Jones & MacLarnon 2004 in Caviedes-Vidal et al 2007,100,0,0,0,0,100,0,100,0,0,0,0,0,0,Ref_1,ABC,Car,Car,10.45,10.45,153.56,23.69,1098.79,1509.4,1,0,0
Perissodactyla,Tapiridae,Tapirus_terrestris,Lowland tapir,Tapirus_terrestris_TAPIRIDAE_PERISSODACTYLA,Laurasiatheria,captive,2,2,193.800,1476.00,2,193.80,320.91,2,193.80,57.76,2,193.80,263.15,2,193.80,1796.91,"Hagen et al. (2014), This study",0,0,0,0,0,0,0,0,0,0,0,0,100,100,Ref_1,ABC,Herb,Herb,-9.17,9.17,145.25,23.33,1265.75,1501.8,0,0,0
Cetartiodactyla,Bovidae,Taurotragus_derbianus,Giant eland,Tragelaphus_derbianus_BOVIDAE_CETARTIODACTYLA,Laurasiatheria,captive,1,1,342.500,3020.54,1,342.500,1737.50,1,342.500,82.00,1,342.500,1655.50,1,342.500,4758.04,This study,0,0,0,0,0,0,0,0,30,0,0,30,70,100,Ref_1,ABC,Herb,Herb,8.76,8.76,109.6,25.55,1024.39,1636.81,0,0,1
Cetartiodactyla,Bovidae,Taurotragus_oryx,Eland,Tragelaphus_oryx_BOVIDAE_CETARTIODACTYLA,Laurasiatheria,wild  ,2,2,411.000,3160.00,2,411.000,1988.00,2,411.000,59.00,2,411.000,1929.00,2,411.000,5148.00,Woodall and Skinner (1993),0,0,0,0,0,0,0,0,30,0,0,30,70,100,Ref_1,ABC,Herb,Herb,-10.1,10.1,76.46,22.14,832.14,1485.68,0,0,1
Cetartiodactyla,Tayassuidae,Tayassu_pecari,White-lipped peccary,Tayassu_pecari_TAYASSUIDAE_CETARTIODACTYLA,Laurasiatheria,captive,4,4,22.000,671.00,4,22.000,339.00,4,22.000,12.00,4,22.000,327.00,4,22.000,1010.00,Schwarm et al. (2009),10,0,0,0,10,20,0,20,30,0,30,60,20,80,Ref_1,ABC,Herb,Omni,-5.72,5.72,145.87,23.68,1273.63,1510.12,0,0,1
Rodentia,Muridae,Thallomys_paedulcus,Acacia rat,Thallomys_paedulcus_MURIDAE_RODENTIA,Euarchontoglires,wild,1,1,0.055,31.30,1,0.055,20.17,1,0.055,10.02,1,0.055,10.15,1,0.055,51.48,Perrin and Curtis (1980),0,0,0,0,0,0,0,0,20,10,10,40,60,100,Ref_1,ABC,Herb,Herb,-11.04,11.04,72.41,22.47,845.03,1490.34,0,0,1
Rodentia,Cricetidae,Thaptomys_nigrita,Blackish grass mouse,Thaptomys_nigrita_CRICETIDAE_RODENTIA,Euarchontoglires,wild,2,2,0.103,47.00,,,,,,,,,,,,,Brun et al. (2019),20,0,0,0,0,20,0,20,10,0,40,50,30,80,Ref_3,D2,Herb,Omni,-20.53,20.53,128.72,19.78,1177.34,1296.29,0,0,1
Primates,Cercopithecidae,Theropithecus_gelada,Gelada,Theropithecus_gelada_CERCOPITHECIDAE_PRIMATES,Euarchontoglires,captive,2,2,14.250,222.56,2,14.250,160.89,2,14.250,4.50,2,14.250,156.40,2,14.250,383.45,"McGrosky et al. (2019b), This study",0,0,0,0,0,0,0,0,0,0,0,0,100,100,Ref_1,ABC,Herb,Herb,10.95,10.95,92.49,17.34,900.33,1483.25,0,0,0
Rodentia,Geomyidae,Thomomys_bottae,Bottas pocket gopher,Thomomys_bottae_GEOMYIDAE_RODENTIA,Euarchontoglires,wild,36,36,0.118,47.12,36,0.118,34.29,36,0.118,13.36,36,0.118,20.93,36,0.118,81.41,Loeb et al. (1991),0,0,0,0,0,0,0,0,0,0,0,0,100,100,Ref_1,ABC,Herb,Herb,32.6,32.6,26.71,13.99,379.67,1087.86,0,0,0
Rodentia,Thryonomyidae,Thryonomys_swinderianus,Greater cane rat,Thryonomys_swinderianus_THRYONOMYIDAE_RODENTIA,Euarchontoglires,captive,9,9,4.009,194.20,9,4.009,187.10,9,4.009,16.50,9,4.009,170.60,9,4.009,381.30,van Zyl et al. (2005),0,0,0,0,0,0,0,0,10,0,10,20,80,100,Ref_1,ABC,Herb,Herb,-8.62,8.62,103.67,23.89,1010.87,1535.59,0,0,0
Diprotodontia,Macropodidae,Thylogale_thetis,Red-necked pademelon,Thylogale_thetis_MACROPODIDAE_DIPROTODONTIA,Australidelphia,various,10,10,5.100,265.40,10,5.10,82.80,10,5.10,11.88,10,5.10,70.92,10,5.10,348.20,"Dellow and Hume (1982), Osawa and Woodall (1992)",0,0,0,0,0,0,0,0,0,0,0,0,100,100,Ref_1,ABC,Herb,Herb,-29.76,29.76,83.16,16.16,829.03,1230.42,0,0,1
Primates,Cercopithecidae,Trachypithecus_vetulus,Purple-faced langur,Trachypithecus_vetulus_CERCOPITHECIDAE_PRIMATES,Euarchontoglires,captive,1,1,5.000,304.64,1,5.000,91.86,1,5.000,8.60,1,5.000,83.26,1,5.000,396.50,McGrosky et al. (2019b),0,0,0,0,0,0,0,0,30,0,0,30,70,100,Ref_1,ABC,Herb,Herb,8.03,8.03,143.41,25.75,1544.43,1644.48,0,0,1
Cetartiodactyla,Bovidae,Tragelaphus_angasii,Nyala,Tragelaphus_angasii_BOVIDAE_CETARTIODACTYLA,Laurasiatheria,various,6,6,83.750,1020.00,6,83.75,568.50,6,83.75,31.50,6,83.75,537.00,6,83.75,1588.50,"McGrosky et al. (2019), Woodall and Skinner (1993)",0,0,0,0,0,0,0,0,0,0,0,0,100,100,Ref_1,ABC,Herb,Herb,-22.04,22.04,65.29,22.99,860.67,1417.11,0,0,1
Cetartiodactyla,Bovidae,Tragelaphus_imberbis,Lesser kudu,Tragelaphus_imberbis_BOVIDAE_CETARTIODACTYLA,Laurasiatheria,captive,1,1,50.000,623.00,1,50.000,374.00,1,50.000,24.00,1,50.000,350.00,1,50.000,997.00,This study,0,0,0,0,0,0,0,0,0,0,0,0,100,100,Ref_1,ABC,Herb,Herb,3.92,3.92,50.25,23.65,695.54,1584.8,0,0,1
Cetartiodactyla,Bovidae,Tragelaphus_scriptus,Bushbuck,Tragelaphus_scriptus_BOVIDAE_CETARTIODACTYLA,Laurasiatheria,various,2,2,39.250,1368.00,2,39.25,533.00,2,39.25,26.50,2,39.25,506.50,2,39.25,1901.00,"McGrosky et al. (2019), Woodall and Skinner (1993)",0,0,0,0,0,0,0,0,0,0,0,0,100,100,Ref_1,ABC,Herb,Herb,-9.36,9.36,94.18,23.76,934.54,1541.54,0,0,1
Cetartiodactyla,Bovidae,Tragelaphus_spekii,Sitatunga,Tragelaphus_spekii_BOVIDAE_CETARTIODACTYLA,Laurasiatheria,captive,1,1,62.000,865.00,1,62.000,645.50,1,62.000,39.50,1,62.000,606.00,1,62.000,1510.50,McGrosky et al. (2019),0,0,0,0,0,0,0,0,0,0,0,0,100,100,Ref_1,ABC,Herb,Herb,-3.27,3.27,124.21,23.63,1157.01,1543.12,0,0,1
Cetartiodactyla,Bovidae,Tragelaphus_strepsiceros,Kudu,Tragelaphus_strepsiceros_BOVIDAE_CETARTIODACTYLA,Laurasiatheria,wild ,2,2,171.000,2200.00,2,171.000,1198.00,2,171.000,47.00,2,171.000,1151.00,2,171.000,3398.00,Woodall and Skinner (1993),0,0,0,0,0,0,0,0,0,0,0,0,100,100,Ref_1,ABC,Herb,Herb,-6.95,6.95,61.83,21.53,732.24,1469.28,0,0,1
Cetartiodactyla,Tragulidae,Tragulus_javanicus,Javan chevrotain,Tragulus_javanicus_TRAGULIDAE_CETARTIODACTYLA,Laurasiatheria,captive,13,13,1.585,176.38,13,1.585,69.69,13,1.585,7.76,13,1.585,53.50,13,1.585,246.07,Richardson et al. (1988),0,0,0,0,0,0,0,0,20,0,0,20,80,100,Ref_1,ABC,Herb,Herb,,,,,,,0,0,1
Carnivora,Ursidae,Tremarctos_ornatus,Spectacled bear,Tremarctos_ornatus_URSIDAE_CARNIVORA,Laurasiatheria,captive,1,,,,,,,,,,,,,1,78.00,778.31,McGrosky et al. (2016),0,0,0,0,0,0,0,0,80,0,0,80,20,100,Ref_1,ABC,Herb,Herb,-5.52,5.52,125.36,17.98,1182.37,1482.17,0,0,0
Diprotodontia,Phalangeridae,Trichosurus_caninus,Short-eared brushtail possum,Trichosurus_caninus_PHALANGERIDAE_DIPROTODONTIA,Australidelphia,unknown,1,1,3.340,270.00,1,3.340,233.50,1,3.340,47.50,1,3.340,186.00,1,3.340,503.50,Snipes et al. (2003),0,0,0,0,0,0,0,0,20,0,20,40,60,100,Ref_1,ABC,Herb,Herb,-32.83,32.83,77.62,14.34,747.08,1127.16,0,0,0
Diprotodontia,Phalangeridae,Trichosurus_vulpecula,Common brushtail possum,Trichosurus_vulpecula_PHALANGERIDAE_DIPROTODONTIA,Australidelphia,various,45,45,2.792,234.21,45,2.79,200.01,45,2.79,43.39,45,2.79,156.61,45,2.79,434.21,"This study, McDowell et al. (2005), Snipes et al. (2003)",0,0,0,0,0,0,0,0,20,0,20,40,60,100,Ref_1,ABC,Herb,Herb,-27.96,27.96,55.54,18.27,602.57,1261.86,0,0,0
Rodentia,Cricetidae,Tscherskia_triton,Greater long-tailed hamster,Tscherskia_triton_CRICETIDAE_RODENTIA,Euarchontoglires,wild ,8,8,0.120,45.20,8,0.120,15.30,8,0.120,5.70,8,0.120,9.60,8,0.120,60.50,Wang et al. (2003),0,0,0,0,0,0,0,0,0,0,100,100,0,100,Ref_1,ABC,Herb,Herb,39.04,39.04,58.44,8.16,680.4,790.28,0,0,1
Scandentia,Tupaiidae,Tupaia_belingeri,Northern treeshrew,Tupaia_belangeri_TUPAIIDAE_SCANDENTIA,Euarchontoglires,captive,1,1,0.152,82.46,1,0.152,11.66,1,0.152,1.08,1,0.152,10.58,1,0.152,94.12,This study,90,0,0,0,0,90,0,90,0,0,0,0,10,10,Ref_1,ABC,Car,Car,19.43,19.43,153.33,19.75,1071.26,1378.46,0,0,0
Scandentia,Tupaiidae,Tupaia_glis,Common treeshrew,Tupaia_glis_TUPAIIDAE_SCANDENTIA,Euarchontoglires,captive,1,,,,,,,,,,,,,1,0.141,84.02,This study,90,0,0,0,0,90,0,90,0,0,0,0,10,10,Ref_1,ABC,Car,Car,0.24,0.24,216.09,25.21,1647.22,1768.46,0,0,0
Rodentia,Sciuridae,Urocitellus_beldingi,Beldings ground quirrel,Urocitellus_beldingi_SCIURIDAE_RODENTIA,Euarchontoglires,unknown,1,1,0.318,80.00,,,,,,,,,,,,,Lavin et al. 2008,20,0,0,0,0,20,0,20,0,0,40,40,40,80,Ref_1,ABC,Herb,Omni,41.29,41.29,30.29,6.97,303.11,853.48,0,0,0
